"","CD4 T cells","CD14+ Monocytes","Dendritic cells","NK cells","CD8 T cells","B cells","Megakaryocytes","FCGR3A+ Monocytes"
"1",0.675748047061768,0.198457858106268,0.672992404443472,0.031174892394139,0.140863526564378,0.521707028696355,0.725076019809041,0.228426294877043
"2",0.694625132641333,0.171600064089877,0.676497898112989,0.0194410642313833,0.157552162357135,0.519547227819086,0.71151546804505,0.256684635071231
"3",0.697317680830777,0.195039169206817,0.681664963257367,0.0283422435476791,0.148839377037702,0.504206533919552,0.715142210663634,0.256282905050953
"4",0.670646844293854,0.211338298484764,0.674019148456752,0.0327014817495715,0.168597592692653,0.516318167983131,0.731669136294529,0.250275538348311
"5",0.682599171423835,0.214919234590337,0.696716186271534,0.0416680404132315,0.179451372050928,0.519481748840237,0.729091535199646,0.254157193661892
"6",0.680219483655233,0.205055839937418,0.660964536019922,0.0358482105434695,0.174819206717613,0.541493740945669,0.730752222557015,0.258325616830518
"7",0.695478640636572,0.205437132280257,0.698899271999423,0.0458319935308665,0.163681004088872,0.560827203365195,0.719889329819963,0.304871511416278
"8",0.685029159210729,0.206812223381079,0.703963602851242,0.0399657429088004,0.195816881866573,0.578594390088539,0.730607091582518,0.269293569571057
"9",0.710796582960747,0.223351576016956,0.719910964712576,0.0405965138947953,0.187164776670231,0.550605475248601,0.778777905632926,0.269401065165291
"10",0.713362125095107,0.220752576500957,0.711305974296484,0.0451758775743371,0.193269774835784,0.571574702931934,0.710666835453181,0.314808633818899
"11",0.710533289473423,0.206590303159121,0.711308536241956,0.051583934652836,0.200560787489299,0.564161112604805,0.736639447150462,0.323559513937522
"12",0.729451233596284,0.231041560057643,0.724775343886491,0.0466511038070947,0.215853803834367,0.576876810437786,0.732349514922907,0.320647720543831
"13",0.724633547643947,0.199250862096516,0.70727178661853,0.0442003230204125,0.21817788789437,0.601166794627118,0.775835110383018,0.308038276590721
"14",0.717669753898503,0.230399054860123,0.741389217948468,0.0667944265930958,0.203693983954169,0.588048723773843,0.761592054927476,0.327218421266062
"15",0.721359973120977,0.236682066048172,0.725927135009079,0.0483115939289491,0.228985283839077,0.57808744273444,0.763288393305532,0.317686970396799
"16",0.720682505650089,0.266457584114008,0.705243322470779,0.0705344583903756,0.219421076196609,0.602425585028802,0.765209077604451,0.306719643482628
"17",0.733664009637723,0.251279755207099,0.680638601829087,0.0663987230100924,0.243699535165858,0.570058069381162,0.779187025432962,0.352006887388248
"18",0.720044179822071,0.249296195694774,0.710707282537479,0.0623229226474092,0.221920056525191,0.589420311024959,0.759133323243454,0.338468735886078
"19",0.736392079467952,0.276780371415177,0.747840899913675,0.0603623105714741,0.231387734072256,0.579038002324789,0.792315400869022,0.333258471994863
"20",0.727740993177638,0.28851980629546,0.728016869348359,0.0707282340911557,0.231171553454938,0.598795931259065,0.774126144745442,0.369435151792248
"21",0.746695641676775,0.280835853043256,0.724087327041216,0.076461162554653,0.211508863929693,0.604679888876836,0.770955945050699,0.315752378303009
"22",0.713813717852578,0.2901959044844,0.756408469673592,0.0717915219205184,0.232947536616233,0.621657754688155,0.778492630146101,0.383685972719652
"23",0.732719098139557,0.283878726031168,0.729710427085279,0.0627459961060213,0.249209338962434,0.599125783982896,0.767797793344533,0.35231019002502
"24",0.738846103281547,0.292708817671194,0.738187256863553,0.0560946706376723,0.241306882331708,0.595850183698663,0.774379756030592,0.343069782956675
"25",0.742631918338768,0.266724268963447,0.727143727786063,0.0612040527201366,0.261683635393249,0.597623179293593,0.778851389837524,0.344773288744201
"26",0.733795170964387,0.290653667276229,0.725278287776636,0.0841869422785386,0.232386983546611,0.617613816619557,0.830058354405905,0.361136225238402
"27",0.734599599606725,0.292688986459899,0.780307899210195,0.0837377574509058,0.235007060503928,0.621168575751075,0.792220569316071,0.368633441096524
"28",0.746506516787351,0.314146708859523,0.744693708976674,0.0924441644260111,0.258782391137936,0.592353089858174,0.792234346733971,0.383127263792615
"29",0.77426127453026,0.31391968389842,0.760400673582594,0.0932725170139578,0.274916144745984,0.649086924272695,0.824577600482702,0.396235589807068
"30",0.772221156093344,0.283828140926421,0.732506900852211,0.0933518990625368,0.267902730895086,0.615970817429785,0.783419472139807,0.401711836493116
"31",0.736013637106658,0.317714121132873,0.747373692045335,0.0863010705955095,0.267382323024023,0.632200324318088,0.793555332197089,0.354162304759529
"32",0.754948755649377,0.300364749618428,0.751643134958238,0.0980656298316006,0.283594622157719,0.593372662519947,0.779318852809054,0.388238752030968
"33",0.754059665453763,0.320880679957585,0.795431164698717,0.105634814412876,0.231415888214764,0.628692929841554,0.822083080203163,0.36979997878239
"34",0.767899642029469,0.332693610181955,0.761529997799957,0.0960688733003486,0.275314139371821,0.597215913212203,0.818433747633691,0.381386245614686
"35",0.736561361272974,0.294741656833778,0.769608538708711,0.106234024401833,0.280495780109769,0.643265549683931,0.828769332263717,0.41207240822633
"36",0.774683651269444,0.304208932961998,0.769045478460931,0.0982987173523866,0.302273318522913,0.644672272168914,0.77717565997453,0.361378092199921
"37",0.758195136882804,0.309406667884168,0.775145216949645,0.117936360836749,0.267471711620711,0.62083985444606,0.837912338726115,0.39119775038218
"38",0.757555143514996,0.334526637014285,0.788984920913625,0.120291208173451,0.271560615220955,0.618163080951556,0.803438577429792,0.405108986274286
"39",0.747831886003759,0.311761841311469,0.774057256257249,0.127051468265741,0.296292096273154,0.631217026333508,0.782659913225329,0.411004922099157
"40",0.762687508740741,0.329693085331398,0.751066929722664,0.111750907938633,0.271216469539578,0.639798984483019,0.816599748284751,0.432841419756381
"41",0.758025953009001,0.328128309512425,0.767271995679876,0.112083891431298,0.28875005271797,0.627025579068927,0.847535620124363,0.436349283986523
"42",0.770399726721638,0.34763384228138,0.805286829153028,0.115320146195778,0.31119571471829,0.635711698892623,0.801588509264968,0.427681598374581
"43",0.782102660500051,0.312557773218409,0.76706091774181,0.0847386558346377,0.280901769615433,0.64569850928002,0.834939697614129,0.43022107943541
"44",0.771071370071521,0.344487983728197,0.80833125503115,0.117936764570226,0.291192017161663,0.630085325564443,0.810802608535101,0.412496682810017
